author,top_emotions,top_emotions_pct,strong_emotions,moderate_emotions,weak_emotions,top_emotions_labeled
TheDutchIdiot,"[""disapproval"", ""approval"", ""amusement""]","[33.33, 25.93, 25.93]",[],"[""disapproval"", ""approval"", ""amusement""]",[],"[""disapproval (moderata: 33.33%)"", ""approval (moderata: 25.93%)"", ""amusement (moderata: 25.93%)""]"
TheFuzz77,"[""curiosity"", ""disapproval"", ""disappointment""]","[21.74, 17.39, 17.39]",[],[],"[""curiosity"", ""disapproval"", ""disappointment""]","[""curiosity (debole: 21.74%)"", ""disapproval (debole: 17.39%)"", ""disappointment (debole: 17.39%)""]"
TheHiddenTruth,"[""approval"", ""disappointment"", ""annoyance""]","[29.63, 18.52, 14.81]",[],"[""approval""]","[""disappointment"", ""annoyance""]","[""approval (moderata: 29.63%)"", ""disappointment (debole: 18.52%)"", ""annoyance (debole: 14.81%)""]"
TheInfernalRain,"[""approval"", ""realization"", ""curiosity""]","[51.85, 18.52, 18.52]","[""approval""]",[],"[""realization"", ""curiosity""]","[""approval (forte: 51.85%)"", ""realization (debole: 18.52%)"", ""curiosity (debole: 18.52%)""]"
TheLastHayley,"[""approval"", ""annoyance"", ""disgust""]","[44.0, 28.0, 28.0]",[],"[""approval"", ""annoyance"", ""disgust""]",[],"[""approval (moderata: 44.00%)"", ""annoyance (moderata: 28.00%)"", ""disgust (moderata: 28.00%)""]"
TheProphetCrow,"[""approval"", ""admiration"", ""gratitude""]","[35.71, 21.43, 17.86]",[],"[""approval""]","[""admiration"", ""gratitude""]","[""approval (moderata: 35.71%)"", ""admiration (debole: 21.43%)"", ""gratitude (debole: 17.86%)""]"
TheQuipton,"[""annoyance"", ""approval"", ""excitement""]","[24.0, 20.0, 20.0]",[],[],"[""annoyance"", ""approval"", ""excitement""]","[""annoyance (debole: 24.00%)"", ""approval (debole: 20.00%)"", ""excitement (debole: 20.00%)""]"
TheRealDonaldTrump__,"[""approval"", ""confusion"", ""annoyance""]","[48.0, 24.0, 24.0]",[],"[""approval""]","[""confusion"", ""annoyance""]","[""approval (moderata: 48.00%)"", ""confusion (debole: 24.00%)"", ""annoyance (debole: 24.00%)""]"
TheRealJongoBongo,"[""approval"", ""disapproval"", ""caring""]","[36.0, 24.0, 24.0]",[],"[""approval""]","[""disapproval"", ""caring""]","[""approval (moderata: 36.00%)"", ""disapproval (debole: 24.00%)"", ""caring (debole: 24.00%)""]"
TheSean85,"[""admiration"", ""approval"", ""annoyance""]","[34.48, 31.03, 20.69]",[],"[""admiration"", ""approval""]","[""annoyance""]","[""admiration (moderata: 34.48%)"", ""approval (moderata: 31.03%)"", ""annoyance (debole: 20.69%)""]"
TheTweets,"[""disapproval"", ""admiration"", ""disgust""]","[21.74, 13.04, 13.04]",[],[],"[""disapproval"", ""admiration"", ""disgust""]","[""disapproval (debole: 21.74%)"", ""admiration (debole: 13.04%)"", ""disgust (debole: 13.04%)""]"
TheYolk,"[""admiration"", ""confusion"", ""approval""]","[30.43, 21.74, 21.74]",[],"[""admiration""]","[""confusion"", ""approval""]","[""admiration (moderata: 30.43%)"", ""confusion (debole: 21.74%)"", ""approval (debole: 21.74%)""]"
The_Bacon_Reader,"[""curiosity"", ""admiration"", ""annoyance""]","[26.92, 23.08, 15.38]",[],"[""curiosity""]","[""admiration"", ""annoyance""]","[""curiosity (moderata: 26.92%)"", ""admiration (debole: 23.08%)"", ""annoyance (debole: 15.38%)""]"
TheakashicKnight,"[""curiosity"", ""annoyance"", ""anger""]","[39.13, 17.39, 13.04]",[],"[""curiosity""]","[""annoyance"", ""anger""]","[""curiosity (moderata: 39.13%)"", ""annoyance (debole: 17.39%)"", ""anger (debole: 13.04%)""]"
Thelochnesscumslut,"[""approval"", ""caring"", ""disgust""]","[29.63, 22.22, 22.22]",[],"[""approval""]","[""caring"", ""disgust""]","[""approval (moderata: 29.63%)"", ""caring (debole: 22.22%)"", ""disgust (debole: 22.22%)""]"
This_Ex_Is_On_Fire,"[""disapproval"", ""gratitude"", ""approval""]","[23.08, 19.23, 19.23]",[],[],"[""disapproval"", ""gratitude"", ""approval""]","[""disapproval (debole: 23.08%)"", ""gratitude (debole: 19.23%)"", ""approval (debole: 19.23%)""]"
Threctic,"[""annoyance"", ""approval"", ""caring""]","[40.0, 40.0, 20.0]",[],"[""annoyance"", ""approval""]","[""caring""]","[""annoyance (moderata: 40.00%)"", ""approval (moderata: 40.00%)"", ""caring (debole: 20.00%)""]"
TigerP,"[""approval"", ""admiration"", ""annoyance""]","[23.08, 15.38, 15.38]",[],[],"[""approval"", ""admiration"", ""annoyance""]","[""approval (debole: 23.08%)"", ""admiration (debole: 15.38%)"", ""annoyance (debole: 15.38%)""]"
Tilas,"[""annoyance"", ""admiration"", ""amusement""]","[28.57, 21.43, 21.43]",[],"[""annoyance""]","[""admiration"", ""amusement""]","[""annoyance (moderata: 28.57%)"", ""admiration (debole: 21.43%)"", ""amusement (debole: 21.43%)""]"
Time_Animal,"[""disapproval"", ""annoyance"", ""disappointment""]","[40.0, 36.0, 24.0]",[],"[""disapproval"", ""annoyance""]","[""disappointment""]","[""disapproval (moderata: 40.00%)"", ""annoyance (moderata: 36.00%)"", ""disappointment (debole: 24.00%)""]"
Timekeeper81,"[""realization"", ""approval"", ""disgust""]","[23.08, 19.23, 19.23]",[],[],"[""realization"", ""approval"", ""disgust""]","[""realization (debole: 23.08%)"", ""approval (debole: 19.23%)"", ""disgust (debole: 19.23%)""]"
Tingleyourberry,"[""curiosity"", ""approval"", ""anger""]","[34.78, 26.09, 21.74]",[],"[""curiosity"", ""approval""]","[""anger""]","[""curiosity (moderata: 34.78%)"", ""approval (moderata: 26.09%)"", ""anger (debole: 21.74%)""]"
TitusVI,"[""anger"", ""curiosity"", ""annoyance""]","[22.73, 22.73, 22.73]",[],[],"[""anger"", ""curiosity"", ""annoyance""]","[""anger (debole: 22.73%)"", ""curiosity (debole: 22.73%)"", ""annoyance (debole: 22.73%)""]"
Toezap,"[""approval"", ""disapproval"", ""disgust""]","[33.33, 25.93, 22.22]",[],"[""approval"", ""disapproval""]","[""disgust""]","[""approval (moderata: 33.33%)"", ""disapproval (moderata: 25.93%)"", ""disgust (debole: 22.22%)""]"
Tollaneer,"[""disapproval"", ""realization"", ""admiration""]","[29.17, 20.83, 20.83]",[],"[""disapproval""]","[""realization"", ""admiration""]","[""disapproval (moderata: 29.17%)"", ""realization (debole: 20.83%)"", ""admiration (debole: 20.83%)""]"
Tr2v,"[""approval"", ""curiosity"", ""annoyance""]","[33.33, 33.33, 22.22]",[],"[""approval"", ""curiosity""]","[""annoyance""]","[""approval (moderata: 33.33%)"", ""curiosity (moderata: 33.33%)"", ""annoyance (debole: 22.22%)""]"
Trance2Dubstep,"[""approval"", ""disapproval"", ""disgust""]","[41.67, 29.17, 25.0]",[],"[""approval"", ""disapproval"", ""disgust""]",[],"[""approval (moderata: 41.67%)"", ""disapproval (moderata: 29.17%)"", ""disgust (moderata: 25.00%)""]"
TrapWolf,"[""disgust"", ""approval"", ""disappointment""]","[25.0, 25.0, 16.67]",[],"[""disgust"", ""approval""]","[""disappointment""]","[""disgust (moderata: 25.00%)"", ""approval (moderata: 25.00%)"", ""disappointment (debole: 16.67%)""]"
TrashSingingFlasher,"[""curiosity"", ""approval"", ""realization""]","[33.33, 29.63, 18.52]",[],"[""curiosity"", ""approval""]","[""realization""]","[""curiosity (moderata: 33.33%)"", ""approval (moderata: 29.63%)"", ""realization (debole: 18.52%)""]"
Trigger__,"[""approval"", ""curiosity"", ""disappointment""]","[31.82, 27.27, 18.18]",[],"[""approval"", ""curiosity""]","[""disappointment""]","[""approval (moderata: 31.82%)"", ""curiosity (moderata: 27.27%)"", ""disappointment (debole: 18.18%)""]"
TrixieBastard,"[""admiration"", ""approval"", ""disapproval""]","[34.62, 30.77, 19.23]",[],"[""admiration"", ""approval""]","[""disapproval""]","[""admiration (moderata: 34.62%)"", ""approval (moderata: 30.77%)"", ""disapproval (debole: 19.23%)""]"
TrulyOdd1,"[""admiration"", ""curiosity"", ""annoyance""]","[30.77, 23.08, 19.23]",[],"[""admiration""]","[""curiosity"", ""annoyance""]","[""admiration (moderata: 30.77%)"", ""curiosity (debole: 23.08%)"", ""annoyance (debole: 19.23%)""]"
Twinkle-Tits,"[""gratitude"", ""approval"", ""disgust""]","[22.22, 18.52, 18.52]",[],[],"[""gratitude"", ""approval"", ""disgust""]","[""gratitude (debole: 22.22%)"", ""approval (debole: 18.52%)"", ""disgust (debole: 18.52%)""]"
TwoPunnyFourWords,"[""approval"", ""annoyance"", ""love""]","[42.86, 35.71, 35.71]",[],"[""approval"", ""annoyance"", ""love""]",[],"[""approval (moderata: 42.86%)"", ""annoyance (moderata: 35.71%)"", ""love (moderata: 35.71%)""]"
Uhh_Political,"[""annoyance"", ""approval"", ""disapproval""]","[30.77, 26.92, 23.08]",[],"[""annoyance"", ""approval""]","[""disapproval""]","[""annoyance (moderata: 30.77%)"", ""approval (moderata: 26.92%)"", ""disapproval (debole: 23.08%)""]"
UltimaTaylor,"[""approval"", ""confusion"", ""annoyance""]","[37.5, 16.67, 16.67]",[],"[""approval""]","[""confusion"", ""annoyance""]","[""approval (moderata: 37.50%)"", ""confusion (debole: 16.67%)"", ""annoyance (debole: 16.67%)""]"
UltraGopnik3000,"[""approval"", ""curiosity"", ""annoyance""]","[31.03, 20.69, 17.24]",[],"[""approval""]","[""curiosity"", ""annoyance""]","[""approval (moderata: 31.03%)"", ""curiosity (debole: 20.69%)"", ""annoyance (debole: 17.24%)""]"
UnsaturatedSolution,"[""annoyance"", ""curiosity"", ""disapproval""]","[33.33, 20.83, 16.67]",[],"[""annoyance""]","[""curiosity"", ""disapproval""]","[""annoyance (moderata: 33.33%)"", ""curiosity (debole: 20.83%)"", ""disapproval (debole: 16.67%)""]"
Unseen_Creep,"[""approval"", ""curiosity"", ""realization""]","[21.74, 21.74, 17.39]",[],[],"[""approval"", ""curiosity"", ""realization""]","[""approval (debole: 21.74%)"", ""curiosity (debole: 21.74%)"", ""realization (debole: 17.39%)""]"
Urukii,"[""approval"", ""annoyance"", ""curiosity""]","[21.74, 17.39, 17.39]",[],[],"[""approval"", ""annoyance"", ""curiosity""]","[""approval (debole: 21.74%)"", ""annoyance (debole: 17.39%)"", ""curiosity (debole: 17.39%)""]"
VAOTOMARNOCU,"[""approval"", ""annoyance"", ""disappointment""]","[50.0, 19.23, 15.38]","[""approval""]",[],"[""annoyance"", ""disappointment""]","[""approval (forte: 50.00%)"", ""annoyance (debole: 19.23%)"", ""disappointment (debole: 15.38%)""]"
Vahlemon,"[""approval"", ""annoyance"", ""admiration""]","[56.52, 21.74, 8.7]","[""approval""]",[],"[""annoyance"", ""admiration""]","[""approval (forte: 56.52%)"", ""annoyance (debole: 21.74%)"", ""admiration (debole: 8.70%)""]"
Valaha,"[""gratitude"", ""approval"", ""admiration""]","[20.0, 20.0, 16.0]",[],[],"[""gratitude"", ""approval"", ""admiration""]","[""gratitude (debole: 20.00%)"", ""approval (debole: 20.00%)"", ""admiration (debole: 16.00%)""]"
ValetGirls,"[""admiration"", ""curiosity"", ""approval""]","[34.62, 23.08, 11.54]",[],"[""admiration""]","[""curiosity"", ""approval""]","[""admiration (moderata: 34.62%)"", ""curiosity (debole: 23.08%)"", ""approval (debole: 11.54%)""]"
VampirePlays,"[""approval"", ""curiosity"", ""excitement""]","[46.15, 19.23, 15.38]",[],"[""approval""]","[""curiosity"", ""excitement""]","[""approval (moderata: 46.15%)"", ""curiosity (debole: 19.23%)"", ""excitement (debole: 15.38%)""]"
VampyPoootyTang103,"[""curiosity"", ""annoyance"", ""confusion""]","[31.82, 27.27, 13.64]",[],"[""curiosity"", ""annoyance""]","[""confusion""]","[""curiosity (moderata: 31.82%)"", ""annoyance (moderata: 27.27%)"", ""confusion (debole: 13.64%)""]"
VelvetSphincter,"[""curiosity"", ""admiration"", ""approval""]","[29.17, 25.0, 20.83]",[],"[""curiosity"", ""admiration""]","[""approval""]","[""curiosity (moderata: 29.17%)"", ""admiration (moderata: 25.00%)"", ""approval (debole: 20.83%)""]"
Verdantshade,"[""love"", ""disgust"", ""admiration""]","[31.03, 27.59, 24.14]",[],"[""love"", ""disgust""]","[""admiration""]","[""love (moderata: 31.03%)"", ""disgust (moderata: 27.59%)"", ""admiration (debole: 24.14%)""]"
Vineee2000,"[""approval"", ""disapproval"", ""disgust""]","[44.0, 32.0, 12.0]",[],"[""approval"", ""disapproval""]","[""disgust""]","[""approval (moderata: 44.00%)"", ""disapproval (moderata: 32.00%)"", ""disgust (debole: 12.00%)""]"
VioletThunderX,"[""approval"", ""gratitude"", ""disgust""]","[22.22, 22.22, 22.22]",[],[],"[""approval"", ""gratitude"", ""disgust""]","[""approval (debole: 22.22%)"", ""gratitude (debole: 22.22%)"", ""disgust (debole: 22.22%)""]"
ViperSRT3g,"[""curiosity"", ""annoyance"", ""approval""]","[20.83, 16.67, 16.67]",[],[],"[""curiosity"", ""annoyance"", ""approval""]","[""curiosity (debole: 20.83%)"", ""annoyance (debole: 16.67%)"", ""approval (debole: 16.67%)""]"
VisualFog,"[""caring"", ""approval"", ""disgust""]","[43.48, 39.13, 21.74]",[],"[""caring"", ""approval""]","[""disgust""]","[""caring (moderata: 43.48%)"", ""approval (moderata: 39.13%)"", ""disgust (debole: 21.74%)""]"
Vixen_Lucina,"[""annoyance"", ""disapproval"", ""disgust""]","[54.55, 54.55, 31.82]","[""annoyance"", ""disapproval""]","[""disgust""]",[],"[""annoyance (forte: 54.55%)"", ""disapproval (forte: 54.55%)"", ""disgust (moderata: 31.82%)""]"
VorpalPen,"[""approval"", ""gratitude"", ""caring""]","[19.23, 19.23, 19.23]",[],[],"[""approval"", ""gratitude"", ""caring""]","[""approval (debole: 19.23%)"", ""gratitude (debole: 19.23%)"", ""caring (debole: 19.23%)""]"
VowelmanIscariot,"[""disapproval"", ""admiration"", ""approval""]","[32.0, 20.0, 20.0]",[],"[""disapproval""]","[""admiration"", ""approval""]","[""disapproval (moderata: 32.00%)"", ""admiration (debole: 20.00%)"", ""approval (debole: 20.00%)""]"
Vulcan-Seth,"[""disgust"", ""admiration"", ""approval""]","[33.33, 22.22, 22.22]",[],"[""disgust""]","[""admiration"", ""approval""]","[""disgust (moderata: 33.33%)"", ""admiration (debole: 22.22%)"", ""approval (debole: 22.22%)""]"
Vuz4n,"[""approval"", ""admiration"", ""curiosity""]","[32.0, 24.0, 20.0]",[],"[""approval""]","[""admiration"", ""curiosity""]","[""approval (moderata: 32.00%)"", ""admiration (debole: 24.00%)"", ""curiosity (debole: 20.00%)""]"
Wasp2374,"[""disapproval"", ""disappointment"", ""approval""]","[22.22, 18.52, 18.52]",[],[],"[""disapproval"", ""disappointment"", ""approval""]","[""disapproval (debole: 22.22%)"", ""disappointment (debole: 18.52%)"", ""approval (debole: 18.52%)""]"
WeAreZero,"[""curiosity"", ""approval"", ""confusion""]","[32.0, 24.0, 20.0]",[],"[""curiosity""]","[""approval"", ""confusion""]","[""curiosity (moderata: 32.00%)"", ""approval (debole: 24.00%)"", ""confusion (debole: 20.00%)""]"
WeHaveSomeQuestions,"[""gratitude"", ""annoyance"", ""amusement""]","[28.57, 14.29, 10.71]",[],"[""gratitude""]","[""annoyance"", ""amusement""]","[""gratitude (moderata: 28.57%)"", ""annoyance (debole: 14.29%)"", ""amusement (debole: 10.71%)""]"
We_are_out_of_nopes,"[""admiration"", ""approval"", ""curiosity""]","[26.67, 26.67, 20.0]",[],"[""admiration"", ""approval""]","[""curiosity""]","[""admiration (moderata: 26.67%)"", ""approval (moderata: 26.67%)"", ""curiosity (debole: 20.00%)""]"
Wedonegoofed,"[""approval"", ""disapproval"", ""curiosity""]","[30.43, 30.43, 26.09]",[],"[""approval"", ""disapproval"", ""curiosity""]",[],"[""approval (moderata: 30.43%)"", ""disapproval (moderata: 30.43%)"", ""curiosity (moderata: 26.09%)""]"
WhatINeverSaid,"[""approval"", ""sadness"", ""annoyance""]","[37.5, 16.67, 12.5]",[],"[""approval""]","[""sadness"", ""annoyance""]","[""approval (moderata: 37.50%)"", ""sadness (debole: 16.67%)"", ""annoyance (debole: 12.50%)""]"
WheresFreudAt,"[""curiosity"", ""admiration"", ""approval""]","[34.62, 23.08, 19.23]",[],"[""curiosity""]","[""admiration"", ""approval""]","[""curiosity (moderata: 34.62%)"", ""admiration (debole: 23.08%)"", ""approval (debole: 19.23%)""]"
Whiskeyjack1989,"[""approval"", ""annoyance"", ""amusement""]","[20.83, 20.83, 12.5]",[],[],"[""approval"", ""annoyance"", ""amusement""]","[""approval (debole: 20.83%)"", ""annoyance (debole: 20.83%)"", ""amusement (debole: 12.50%)""]"
WhyDoCatsBark,"[""curiosity"", ""realization"", ""surprise""]","[23.08, 19.23, 15.38]",[],[],"[""curiosity"", ""realization"", ""surprise""]","[""curiosity (debole: 23.08%)"", ""realization (debole: 19.23%)"", ""surprise (debole: 15.38%)""]"
WhySoOverHeated,"[""gratitude"", ""admiration"", ""approval""]","[46.43, 32.14, 21.43]",[],"[""gratitude"", ""admiration""]","[""approval""]","[""gratitude (moderata: 46.43%)"", ""admiration (moderata: 32.14%)"", ""approval (debole: 21.43%)""]"
WilsonJason,"[""admiration"", ""annoyance"", ""approval""]","[33.33, 29.17, 25.0]",[],"[""admiration"", ""annoyance"", ""approval""]",[],"[""admiration (moderata: 33.33%)"", ""annoyance (moderata: 29.17%)"", ""approval (moderata: 25.00%)""]"
WineRedPsy,"[""disapproval"", ""curiosity"", ""approval""]","[32.14, 25.0, 17.86]",[],"[""disapproval"", ""curiosity""]","[""approval""]","[""disapproval (moderata: 32.14%)"", ""curiosity (moderata: 25.00%)"", ""approval (debole: 17.86%)""]"
WiseGains,"[""admiration"", ""approval"", ""amusement""]","[22.22, 22.22, 14.81]",[],[],"[""admiration"", ""approval"", ""amusement""]","[""admiration (debole: 22.22%)"", ""approval (debole: 22.22%)"", ""amusement (debole: 14.81%)""]"
WittyOriginalName,"[""love"", ""disgust"", ""admiration""]","[28.57, 23.81, 19.05]",[],"[""love""]","[""disgust"", ""admiration""]","[""love (moderata: 28.57%)"", ""disgust (debole: 23.81%)"", ""admiration (debole: 19.05%)""]"
WoodpeckerNo1,"[""curiosity"", ""gratitude"", ""approval""]","[38.1, 23.81, 19.05]",[],"[""curiosity""]","[""gratitude"", ""approval""]","[""curiosity (moderata: 38.10%)"", ""gratitude (debole: 23.81%)"", ""approval (debole: 19.05%)""]"
WyrdaBrisingr,"[""approval"", ""caring"", ""admiration""]","[40.0, 20.0, 16.0]",[],"[""approval""]","[""caring"", ""admiration""]","[""approval (moderata: 40.00%)"", ""caring (debole: 20.00%)"", ""admiration (debole: 16.00%)""]"
Xaielao,"[""admiration"", ""annoyance"", ""disgust""]","[29.17, 25.0, 25.0]",[],"[""admiration"", ""annoyance"", ""disgust""]",[],"[""admiration (moderata: 29.17%)"", ""annoyance (moderata: 25.00%)"", ""disgust (moderata: 25.00%)""]"
Yarrvee,"[""disgust"", ""approval"", ""admiration""]","[33.33, 29.17, 25.0]",[],"[""disgust"", ""approval"", ""admiration""]",[],"[""disgust (moderata: 33.33%)"", ""approval (moderata: 29.17%)"", ""admiration (moderata: 25.00%)""]"
YaseenNoorani,"[""admiration"", ""approval"", ""love""]","[42.31, 42.31, 19.23]",[],"[""admiration"", ""approval""]","[""love""]","[""admiration (moderata: 42.31%)"", ""approval (moderata: 42.31%)"", ""love (debole: 19.23%)""]"
Yo-effing-lo,"[""approval"", ""curiosity"", ""admiration""]","[28.0, 24.0, 12.0]",[],"[""approval""]","[""curiosity"", ""admiration""]","[""approval (moderata: 28.00%)"", ""curiosity (debole: 24.00%)"", ""admiration (debole: 12.00%)""]"
Yokuo,"[""admiration"", ""approval"", ""joy""]","[40.91, 18.18, 13.64]",[],"[""admiration""]","[""approval"", ""joy""]","[""admiration (moderata: 40.91%)"", ""approval (debole: 18.18%)"", ""joy (debole: 13.64%)""]"
Yolanda_B_Kool,"[""admiration"", ""gratitude"", ""disgust""]","[39.29, 25.0, 21.43]",[],"[""admiration"", ""gratitude""]","[""disgust""]","[""admiration (moderata: 39.29%)"", ""gratitude (moderata: 25.00%)"", ""disgust (debole: 21.43%)""]"
Yoshinoko,"[""love"", ""approval"", ""amusement""]","[22.22, 18.52, 18.52]",[],[],"[""love"", ""approval"", ""amusement""]","[""love (debole: 22.22%)"", ""approval (debole: 18.52%)"", ""amusement (debole: 18.52%)""]"
Yousuflol,"[""approval"", ""gratitude"", ""caring""]","[33.33, 16.67, 12.5]",[],"[""approval""]","[""gratitude"", ""caring""]","[""approval (moderata: 33.33%)"", ""gratitude (debole: 16.67%)"", ""caring (debole: 12.50%)""]"
YuberiTii,"[""approval"", ""disapproval"", ""annoyance""]","[32.0, 28.0, 28.0]",[],"[""approval"", ""disapproval"", ""annoyance""]",[],"[""approval (moderata: 32.00%)"", ""disapproval (moderata: 28.00%)"", ""annoyance (moderata: 28.00%)""]"
